system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
1_00000000000000000000,44,181,180,39,33,32,37,29,27,31,0,1,38,13,-108,-97,20,-12,-23,-19,11,0,-11,-574,-14,-13,-13,36,-11,-8,1,8,-435,-81,7,2,-2,-13,22,1,2.383323,314.16666,0.05416778,100973.336,0.006955667,171.25,285.73666,3.036664,"{""type"":""Point"",""coordinates"":[121.55997743258817,38.934288579179466]}"
1_00000000000000000001,44,184,183,39,32,31,33,27,22,31,0,1,65,8,379,-77,16,-15,-36,-16,0,-1,-14,-87,-24,-23,-18,35,-5,-2,0,5,-48,-74,5,-2,-15,-3,8,0,10.163816,315.75,0.05333445,101516.664,0.007048667,171.08333,285.99,3.0119972,"{""type"":""Point"",""coordinates"":[121.64244404747063,38.90787732363991]}"
1_00000000000000000002,62,204,201,63,49,45,82,93,87,55,0,1,4,38,-150,-81,33,4,-11,-5,46,1,-2,15,0,1,-16,36,15,-7,0,15,-289,-28,3,0,3,3,19,1,1.5117804,314.41666,0.05083445,101372.0,0.0070090005,170.16667,285.7033,3.0593307,"{""type"":""Point"",""coordinates"":[121.82462508011018,39.04855304367401]}"
1_00000000000000000003,54,205,202,55,42,41,83,60,25,42,0,1,12,39,790,-40,54,21,-49,-4,19,-1,-15,-494,4,-5,-20,13,-1,-5,1,19,401,-17,14,13,-14,8,11,0,0.92740995,314.16666,0.060001116,101409.336,0.006936,170.83333,285.77,2.9659972,"{""type"":""Point"",""coordinates"":[121.72113826286181,39.11889090369107]}"
1_00000000000000000004,46,203,200,43,40,42,61,73,65,36,0,1,49,21,-540,-110,19,21,-67,53,0,2,-3,1123,29,-12,-18,28,-30,-16,-3,14,-313,-73,7,10,-41,32,5,1,1.5139587,309.25,0.05083445,100069.336,0.0067010005,169.75,284.81,3.054664,"{""type"":""Point"",""coordinates"":[121.84914567680312,39.211056063364744]}"
1_00000000000000000005,57,205,201,55,49,39,53,58,66,48,0,1,33,19,-670,-63,18,17,-17,17,12,3,-6,-888,10,2,-5,31,-7,-3,2,9,-477,-29,6,8,0,9,6,2,2.3883486,312.0,0.050001115,100832.664,0.0068900003,169.33333,285.24,3.120664,"{""type"":""Point"",""coordinates"":[121.92703279490361,39.08331619548668]}"
1_00000000000000000006,44,202,200,40,34,40,61,68,66,38,0,1,85,19,288,-120,22,14,-62,37,-6,0,-5,585,35,-10,-17,34,-13,-4,-2,13,-138,-77,7,4,-31,14,12,0,3.0270395,312.41666,0.05083445,101314.0,0.006867334,169.41667,285.37,3.078664,"{""type"":""Point"",""coordinates"":[121.82893703082887,39.256873326688904]}"
1_00000000000000000008,42,204,200,38,37,43,77,77,60,41,0,1,14,21,-297,-124,38,-8,-79,64,-16,1,-6,-103,-5,-59,-4,59,-61,7,0,14,-954,-104,16,-14,-52,36,18,3,1.1994431,312.58334,0.05416778,101482.0,0.006933334,165.91667,285.10666,3.4066641,"{""type"":""Point"",""coordinates"":[122.24018208458396,39.36197433851862]}"
1_00000000000000000009,48,202,200,46,45,50,74,86,74,46,0,1,17,16,-927,-32,13,9,-18,22,-4,3,-2,1007,10,11,-24,27,15,10,-3,10,-300,-30,11,-3,-11,18,4,1,5.6745224,313.75,0.050001115,101542.0,0.0068560005,170.25,285.8033,3.0419972,"{""type"":""Point"",""coordinates"":[121.33818620529085,39.46438205331206]}"
1_0000000000000000000a,48,203,201,45,44,48,66,69,56,43,0,1,29,16,-397,-53,7,17,-25,21,-4,1,-7,230,17,7,-31,21,-2,-2,-1,10,-57,-40,9,1,-7,16,7,0,2.2101893,310.83334,0.051667783,100848.0,0.0067193336,170.0,285.25998,3.0499973,"{""type"":""Point"",""coordinates"":[121.45541597198594,39.59670587707306]}"
1_0000000000000000000b,45,203,200,40,36,36,57,50,38,36,0,1,23,20,-443,-125,22,20,-79,51,-2,2,-12,-289,50,-15,-26,61,-26,9,0,13,-629,-96,14,-1,-44,24,25,2,3.0335565,311.75,0.051667783,101187.336,0.0068043335,170.0,285.36667,3.0326638,"{""type"":""Point"",""coordinates"":[121.66939485423764,39.49725900537912]}"
1_0000000000000000000c,45,202,200,40,37,39,52,50,42,40,0,1,11,14,60,-81,28,7,-55,31,-16,0,-10,-380,17,-19,-19,36,-10,-1,1,9,-81,-63,12,2,-31,15,9,0,2.401848,310.66666,0.052501116,100889.336,0.0067580007,169.75,285.12332,3.0659974,"{""type"":""Point"",""coordinates"":[121.76398576488435,39.47866455398624]}"
1_0000000000000000000e,38,203,201,34,34,35,72,69,52,31,0,1,70,28,186,-186,62,1,-123,101,-35,0,-6,612,81,-37,-1,60,-58,15,-2,19,-24,-144,39,-8,-91,60,6,0,4.8868065,307.0,0.05833445,100079.336,0.006624334,166.66667,284.19998,3.3579974,"{""type"":""Point"",""coordinates"":[122.11971946962512,39.530140416547226]}"
1_0000000000000000000f,42,202,199,38,37,42,77,84,67,43,0,1,8,23,-654,-107,38,1,-86,64,-25,3,-4,-131,-14,-68,-10,27,-50,4,0,16,-228,-90,9,-11,-65,31,0,1,1.2014662,311.5,0.05833445,101414.664,0.0068613337,164.58333,284.84665,3.5153306,"{""type"":""Point"",""coordinates"":[122.37277345440818,39.479476110377966]}"
1_00000000000000000010,44,204,200,41,43,51,76,81,65,45,0,1,14,19,-435,-96,16,12,-65,40,5,2,-6,273,-16,-29,-7,45,-34,12,-1,14,-599,-84,1,3,-49,26,22,2,3.0350223,310.25,0.06583445,101346.0,0.0068390006,163.83333,284.53,3.6499972,"{""type"":""Point"",""coordinates"":[122.58945009279724,39.55088861374891]}"
1_00000000000000000011,45,205,201,42,31,58,79,120,109,44,0,1,13,14,-908,-65,26,0,-39,53,-31,3,6,-1493,-58,-4,-18,27,-5,47,5,10,-967,-51,18,-8,-11,26,0,3,2.2114353,308.25,0.057501115,100527.336,0.0066710003,169.08333,284.67667,3.1966639,"{""type"":""Point"",""coordinates"":[121.72221290621567,39.72795059837913]}"
1_00000000000000000013,35,202,199,30,29,29,79,58,40,26,0,1,72,33,1106,-224,64,3,-152,109,-26,-2,-9,-1241,90,-69,-15,104,-61,34,4,24,813,-167,24,-9,-112,57,29,-1,2.2110603,306.41666,0.06250112,99997.336,0.006624667,166.75,284.08,3.3773305,"{""type"":""Point"",""coordinates"":[122.08764961484876,39.688603490683526]}"
1_00000000000000000017,42,204,200,38,39,45,78,78,62,42,0,1,37,24,153,-147,28,24,-105,75,-25,0,-8,-74,-8,-43,-28,46,-37,28,0,16,-226,-105,6,-1,-60,35,9,1,0.0,307.75,0.06750111,100893.336,0.0068790005,164.25,283.98666,3.5793307,"{""type"":""Point"",""coordinates"":[122.75761171172478,39.73387674367917]}"
1_00000000000000000018,44,204,201,39,33,71,82,113,101,58,0,1,9,9,49,-60,-3,32,-32,47,-14,0,1,-1017,-65,-6,-42,29,-32,19,3,7,339,-51,3,9,-15,16,-2,0,2.2113376,308.25,0.07083445,101264.664,0.007009667,163.41667,283.98,3.5073307,"{""type"":""Point"",""coordinates"":[122.9969227470611,39.71770804325937]}"
1_0000000000000000001d,40,203,200,37,32,30,42,39,34,27,0,1,165,16,627,-106,40,7,-43,21,-27,-1,-14,-418,11,-57,-18,38,-16,39,1,9,-64,-83,14,2,-24,18,-2,0,4.781001,296.75,0.069167785,97133.336,0.0061970004,165.66667,282.17667,3.5353305,"{""type"":""Point"",""coordinates"":[122.29435124418121,39.8263139085171]}"
1_00000000000000000022,38,203,200,34,32,36,76,73,54,35,0,1,10,25,271,-133,22,13,-101,66,5,0,-10,-1185,53,-40,-3,90,-51,34,3,15,12,-87,-15,25,-71,27,34,0,3.7047918,307.75,0.07750112,101390.0,0.007023667,161.66667,283.80664,3.346664,"{""type"":""Point"",""coordinates"":[123.30118504834194,39.81311051029785]}"
1_00000000000000000023,36,199,197,31,30,29,70,59,41,27,0,1,18,27,812,-143,36,3,-112,59,-16,-1,-13,-427,52,-41,-11,91,-35,21,1,15,408,-97,7,-5,-72,23,20,0,4.420633,306.0,0.08166778,101212.664,0.006925667,159.5,283.39334,3.090664,"{""type"":""Point"",""coordinates"":[123.52674867513048,39.95486087368584]}"
1_00000000000000000024,48,202,200,44,38,41,46,45,39,38,0,1,8,11,-13,-86,12,0,-40,44,-7,0,-13,-744,-27,-38,-9,44,-13,33,2,6,214,-49,0,3,-21,14,3,0,0.0,306.0,0.08166778,101212.664,0.006925667,159.5,283.39334,3.090664,"{""type"":""Point"",""coordinates"":[123.5838831369283,39.89638422247095]}"
1_00000000000000000027,36,200,198,31,26,25,49,37,26,27,0,1,5,20,-644,-81,30,9,-78,7,-3,2,-17,-647,12,-16,-6,88,-11,26,1,12,-979,-54,3,11,-49,-19,41,3,1.8543341,306.25,0.10583445,101403.336,0.0068550003,157.16667,283.28333,3.0773306,"{""type"":""Point"",""coordinates"":[124.15224907540261,39.87725021985061]}"
1_00000000000000000028,46,204,201,42,43,48,73,71,57,47,0,1,28,22,-485,-148,36,-16,-93,54,0,2,-10,526,57,-7,-16,70,7,-5,-2,15,-249,-95,16,-5,-51,44,-4,1,2.7802885,304.91666,0.07333445,98434.0,0.0061720004,164.33333,284.09332,2.9659972,"{""type"":""Point"",""coordinates"":[119.83251722538218,40.06939734334465]}"
1_00000000000000000029,52,203,200,51,57,64,96,86,71,72,0,1,29,23,951,-139,51,-7,-103,69,-28,-2,-11,1236,83,-8,-11,91,-27,18,-4,14,1251,-78,25,0,-44,43,-8,-3,4.0784802,311.25,0.07333445,100741.336,0.0065023336,165.0,285.32,3.062664,"{""type"":""Point"",""coordinates"":[119.9389693448311,40.144319159244645]}"
1_0000000000000000002a,51,204,200,48,41,43,78,96,80,50,0,1,50,33,744,-92,6,23,-90,38,4,-1,-2,-84,8,-47,-13,43,-12,15,0,18,-1,-58,-11,10,-38,12,21,0,10.274654,306.25,0.06083445,100492.0,0.0067230007,166.41667,283.98334,3.4959972,"{""type"":""Point"",""coordinates"":[122.09115446827676,40.02924313835837]}"
1_0000000000000000002d,36,200,198,32,29,27,74,58,42,31,0,1,121,30,-6,-169,15,18,-97,41,42,1,-10,-1178,2,-83,-16,90,-20,13,3,21,-670,-130,-22,6,-82,18,70,3,3.7470415,296.0,0.06250112,97231.336,0.0062020007,164.0,281.86334,3.594664,"{""type"":""Point"",""coordinates"":[122.47437407191094,40.06939734334465]}"
1_00000000000000000036,44,203,200,41,41,50,71,62,48,43,0,1,23,17,580,-122,26,0,-64,12,-21,-1,-15,-432,26,-40,-7,50,-22,15,1,10,-426,-75,-4,16,-32,9,20,1,3.0321422,300.08334,0.10416778,99713.336,0.0064940006,156.41667,282.15332,2.5899973,"{""type"":""Point"",""coordinates"":[124.28969194717298,40.06966934850891]}"
1_0000000000000000003a,38,203,201,34,33,40,64,70,57,38,1,1,32,22,615,-137,36,-11,-105,63,-21,-1,-10,902,98,-25,-6,71,-33,9,-3,15,498,-79,18,-8,-59,27,0,-1,1.8543341,312.5,0.07000112,101338.0,0.006562,165.66667,285.59668,3.1433306,"{""type"":""Point"",""coordinates"":[120.15402732953775,40.178542759829845]}"
1_0000000000000000003c,50,205,202,48,40,42,62,70,67,41,0,1,28,21,427,-91,11,8,-32,15,0,0,-5,-330,-12,-30,-6,27,-15,31,1,11,174,-54,-1,0,-10,0,11,0,1.2150221,306.0,0.06083445,100623.336,0.0067300005,164.75,283.74664,3.5753307,"{""type"":""Point"",""coordinates"":[122.19706257739712,40.24942017107436]}"
1_0000000000000000003e,45,204,200,44,42,46,74,79,69,42,0,1,132,22,-734,-106,29,5,-48,38,-9,3,-5,-1951,-51,-71,-22,48,-12,45,6,15,-1152,-79,1,2,-23,22,13,4,3.637892,296.0,0.06250112,97231.336,0.0062020007,164.0,281.86334,3.594664,"{""type"":""Point"",""coordinates"":[122.51991933007086,40.196869665159504]}"
1_00000000000000000042,39,203,200,35,34,38,64,68,55,32,0,1,109,21,-1384,-117,39,-4,-55,51,-4,5,-10,-120,-49,-96,-59,68,-37,36,0,12,-541,-88,-1,-15,-51,26,12,2,1.5296005,301.0,0.08083445,99976.0,0.006577334,159.58333,282.45667,2.8653307,"{""type"":""Point"",""coordinates"":[123.23973863582545,40.337005833966145]}"
1_00000000000000000045,35,198,196,30,27,26,69,57,41,27,0,1,63,28,-183,-166,32,8,-83,46,19,1,-15,-444,32,-71,-16,88,-50,20,1,14,-134,-107,-13,13,-49,16,39,1,0.0,300.91666,0.10333445,100190.664,0.0065393336,157.5,282.41666,2.4513307,"{""type"":""Point"",""coordinates"":[123.86200172873276,40.33646628273868]}"
1_00000000000000000047,55,205,202,55,45,46,73,89,80,44,0,1,46,28,-1220,-100,20,1,-34,51,-24,5,-4,-1453,40,-58,17,43,-16,41,5,12,-1124,-38,-11,8,-5,26,7,4,2.2165816,302.75,0.109167784,100686.0,0.0066243336,156.25,282.64334,2.4313307,"{""type"":""Point"",""coordinates"":[124.27244414429823,40.259930272257336]}"
1_00000000000000000048,40,203,200,36,34,44,78,63,48,46,0,1,39,21,-235,-147,40,15,-71,46,-7,1,-15,446,48,-57,-2,55,-15,-6,-2,13,-852,-101,11,5,-42,16,40,3,2.2163768,300.25,0.10250112,99773.336,0.0064880005,156.08333,282.16,2.554664,"{""type"":""Point"",""coordinates"":[124.40179820675763,40.239177615954596]}"
1_00000000000000000049,35,197,195,28,25,24,70,47,31,29,0,1,88,29,122,-164,31,33,-115,77,-5,0,-17,1360,2,-135,-34,71,-95,0,-5,16,-1346,-115,-30,33,-76,57,49,5,2.6024086,302.25,0.10833445,100386.664,0.0065420005,155.33333,282.44666,2.3373306,"{""type"":""Point"",""coordinates"":[124.55676088656699,40.33350098053814]}"
1_0000000000000000004d,41,204,201,38,40,47,69,73,62,43,1,1,66,22,527,-149,59,-30,-83,45,-12,-1,-9,1008,96,-53,-9,83,-32,-10,-3,15,616,-89,26,-13,-37,26,-9,-1,2.218983,308.5,0.07083445,100463.336,0.0063003334,165.0,284.87332,3.2313306,"{""type"":""Point"",""coordinates"":[120.15160157856468,40.50247415585742]}"
1_0000000000000000004f,40,203,201,36,34,35,64,54,43,30,0,1,13,23,-111,-158,12,19,-122,77,-1,1,-14,-148,91,-27,1,59,-26,7,0,15,226,-96,12,7,-61,38,-9,0,1.531647,309.25,0.059167784,101354.664,0.006325334,165.83333,285.15668,3.3173306,"{""type"":""Point"",""coordinates"":[120.55718803308297,40.4790282025184]}"
1_00000000000000000050,46,206,204,43,40,42,53,59,54,41,0,1,8,12,84,-63,18,7,-33,13,0,0,-11,-1060,-14,-39,-11,33,-12,13,3,7,-155,-37,3,4,-9,0,8,0,0.92740995,307.25,0.06250112,101140.0,0.006787,163.16667,283.81665,3.5959973,"{""type"":""Point"",""coordinates"":[122.34178270208673,40.40491794301012]}"
1_00000000000000000051,38,204,200,34,31,28,66,44,29,28,0,1,41,28,-675,-160,46,-2,-96,40,15,3,-22,-501,15,-92,-36,77,-14,-6,1,16,-1028,-114,9,-13,-62,6,40,4,3.0343764,304.0,0.06333445,100078.0,0.0066046673,162.5,283.18332,3.5899973,"{""type"":""Point"",""coordinates"":[122.50213197596864,40.38201154089858]}"
1_00000000000000000054,37,200,198,32,30,31,60,62,49,29,0,1,152,22,-679,-132,39,0,-57,44,24,3,-11,-527,-37,-108,-54,74,-42,52,1,13,-918,-109,-11,-9,-39,12,50,3,6.0990124,298.75,0.07750112,99094.0,0.006461667,160.16667,282.05667,2.9659972,"{""type"":""Point"",""coordinates"":[123.1416428717507,40.37689249288922]}"
1_00000000000000000055,36,200,198,31,27,27,66,51,31,39,0,1,198,25,-40,-148,64,-9,-76,68,4,0,-15,-1418,-57,-171,-79,106,-73,76,4,14,457,-124,-2,-11,-72,34,30,0,1.5322696,293.66666,0.08250111,97826.664,0.0061410004,160.25,281.14667,2.7113307,"{""type"":""Point"",""coordinates"":[123.2939077954227,40.52214770970523]}"
1_00000000000000000058,36,202,200,32,31,33,73,66,52,36,0,1,105,27,-126,-160,53,-1,-83,51,-3,1,-15,-343,25,-71,0,82,-39,31,0,15,-170,-119,21,-5,-58,28,13,1,1.5307096,300.91666,0.10333445,100190.664,0.0065393336,157.5,282.41666,2.4513307,"{""type"":""Point"",""coordinates"":[123.8711651813976,40.41408139567496]}"
1_0000000000000000005a,50,204,202,47,36,35,76,81,77,37,0,1,69,43,2219,-186,29,-13,-96,3,16,-6,-9,-752,21,-74,-11,103,-8,57,2,19,-98,-79,-12,1,-19,17,49,1,3.7047918,302.75,0.109167784,100860.664,0.0065790005,156.25,282.68665,2.168664,"{""type"":""Point"",""coordinates"":[124.15386326998394,40.470136755017826]}"
1_00000000000000000064,42,203,202,40,39,46,77,79,65,44,0,1,93,23,-53,-132,33,-5,-75,58,-13,1,-7,1233,91,-29,14,56,-18,0,-4,16,253,-72,16,1,-41,32,0,0,3.0358875,304.25,0.061667785,99519.336,0.0060586673,165.5,284.20334,3.2859972,"{""type"":""Point"",""coordinates"":[120.36207560738838,40.589792272686]}"
1_00000000000000000066,43,203,201,40,40,44,67,63,50,48,0,1,25,15,-254,-113,18,4,-61,39,-6,1,-12,695,57,-22,18,25,-9,-1,-2,10,-120,-76,1,14,-37,29,-3,0,4.4337106,306.5,0.049167782,100869.336,0.006149667,167.0,284.81332,3.254664,"{""type"":""Point"",""coordinates"":[120.74502766495934,40.62186212746238]}"
1_00000000000000000067,41,202,199,36,28,31,50,50,38,26,0,1,3,14,-123,-122,11,-1,-45,11,7,0,-13,283,-5,-46,-4,40,0,16,-1,9,-311,-98,-4,2,-27,-1,28,1,2.613934,308.0,0.060001116,101655.336,0.006777667,161.83333,283.81665,3.6699975,"{""type"":""Point"",""coordinates"":[122.26901909109662,40.6733335309223]}"
1_00000000000000000068,61,204,200,60,40,35,76,106,96,37,0,1,9,56,4530,-146,-68,102,-99,-111,235,-13,2,687,2,-59,-6,30,-24,54,-2,19,248,-36,-12,1,6,-7,34,0,0.92740995,308.0,0.060001116,101655.336,0.006777667,161.83333,283.81665,3.6699975,"{""type"":""Point"",""coordinates"":[122.36199580716197,40.664174537358534]}"
