system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000001b4f,30,189,188,25,21,16,66,41,18,19,0,0,300,41,287,-153,182,-12,-72,49,-4,0,-29,1645,-85,-140,80,-56,-106,26,-6,21,1657,-189,51,-25,-76,14,22,-4,3.5739315,252.5,0.058751114,97316.0,0.0036920004,131.0,271.08997,2.3989973,"{""type"":""Point"",""coordinates"":[125.90908138124766,52.68821187359219]}"
00000000000000002393,34,196,193,28,24,20,71,44,21,22,0,0,219,32,522,-183,35,25,-209,172,-50,0,-18,-1520,-7,-53,-61,100,-198,-6,4,21,790,-158,1,4,-180,102,-10,-1,2.266661,287.25,0.058751114,98898.0,0.0053735003,151.0,279.86,2.5629973,"{""type"":""Point"",""coordinates"":[125.10248350989193,44.69176838186245]}"
000000000000000023da,33,196,194,27,25,22,80,49,27,22,0,0,224,31,586,-211,59,31,-199,183,-82,0,-20,-2442,-34,-110,-66,65,-204,0,7,20,1030,-170,11,13,-168,115,-52,-2,1.6001039,287.25,0.058751114,98898.0,0.0053735003,151.0,279.86,2.5629973,"{""type"":""Point"",""coordinates"":[124.96073314650391,44.67910453487065]}"
000000000000000022d4,33,197,194,28,23,18,63,47,25,21,0,0,204,29,1329,-182,63,19,-177,166,-84,-3,-14,-1752,14,-64,-64,90,-179,37,5,20,1366,-158,17,13,-167,123,-54,-3,2.7633646,287.25,0.058751114,98870.0,0.0053765005,151.0,279.84,2.5919974,"{""type"":""Point"",""coordinates"":[124.95507008816605,44.602836070452526]}"
00000000000000000d91,34,193,192,29,23,21,62,54,34,21,0,0,142,30,-798,-179,48,16,-133,143,-57,3,-14,-3063,-108,-120,-41,89,-85,90,9,18,-1159,-138,-30,16,-110,76,11,4,6.138848,281.75,0.058751114,100304.0,0.0052280007,152.0,278.52997,3.2749972,"{""type"":""Point"",""coordinates"":[132.2907149356846,45.51184165660168]}"
0000000000000000107f,34,194,192,29,24,24,43,43,22,23,1,0,141,22,1476,-105,89,-2,-21,19,-10,-4,-24,3115,-115,-157,-33,35,-121,-36,-11,14,2278,-99,16,0,-30,-17,5,-6,1.3514606,279.75,0.058751114,99669.0,0.0051365,153.0,278.56,2.6819973,"{""type"":""Point"",""coordinates"":[124.60607854421812,46.67309413024322]}"
00000000000000001085,35,201,199,30,26,25,61,61,42,25,0,0,142,27,579,-116,51,7,-80,50,-15,0,-13,-1675,8,-145,-21,26,-130,-5,5,18,1001,-96,-10,11,-81,14,3,-2,0.92740995,279.75,0.058751114,99669.0,0.0051365,153.0,278.56,2.6819973,"{""type"":""Point"",""coordinates"":[124.62359389315606,46.68872327943554]}"
0000000000000000235d,33,198,196,28,24,25,55,47,31,24,0,0,227,27,1244,-137,55,19,-135,147,-79,-3,-19,-3372,-32,-88,18,66,-153,56,10,17,1226,-128,23,-3,-110,82,-45,-3,1.8543341,268.75,0.058751114,98327.0,0.0046465006,154.0,276.475,2.4699972,"{""type"":""Point"",""coordinates"":[123.93503288578611,48.26365101690631]}"
0000000000000000145b,32,198,197,27,24,19,74,53,27,22,0,0,261,35,690,-260,78,-16,-140,74,30,0,-8,1044,192,-22,-43,84,-33,-9,-3,26,1374,-192,36,-26,-120,44,58,-3,14.033293,300.0,0.058751114,98983.0,0.0060245004,163.0,283.53497,2.7609973,"{""type"":""Point"",""coordinates"":[120.32326805092022,40.78059274766189]}"
000000000000000024cc,34,201,199,29,28,33,72,64,46,29,0,0,212,29,490,-199,38,41,-170,144,-44,0,-10,1329,147,-26,-48,73,-98,63,-4,21,859,-132,2,33,-144,111,-5,-1,3.068512,300.0,0.058751114,98983.0,0.0060245004,163.0,283.53497,2.7609973,"{""type"":""Point"",""coordinates"":[120.33836210798613,40.73424039221132]}"
0000000000000000011f,41,205,201,37,30,47,61,74,64,40,0,1,23,8,-93,-93,42,-5,-45,42,-6,0,-3,-398,32,-83,31,22,-38,-35,1,6,-56,-55,8,1,-26,18,-6,0,0.0,297.5,0.058751114,100201.0,0.0063765002,167.0,282.55,2.7849975,"{""type"":""Point"",""coordinates"":[123.0718445629611,41.22256546677629]}"
000000000000000009d2,43,175,175,38,28,25,32,28,22,31,1,1,53,35,1217,-236,3,14,-103,33,-5,-2,-12,-598,3,-53,-1,77,-24,-43,1,22,465,-136,-39,13,-72,1,-3,0,2.2260473,297.5,0.058751114,100201.0,0.0063765002,167.0,282.55,2.7849975,"{""type"":""Point"",""coordinates"":[123.11091966549243,41.19588666517352]}"
00000000000000001dfa,30,190,189,24,21,20,63,49,25,20,1,0,932,39,447,-156,108,-36,-48,42,-25,0,-33,-1058,-149,-88,61,-14,-95,52,2,19,1148,-194,58,-10,-60,16,-4,-2,26.69847,236.0,0.058751114,90331.0,0.0034305004,137.125,267.65997,2.0159974,"{""type"":""Point"",""coordinates"":[123.15969777191609,52.30337361627561]}"
000000000000000004c3,42,196,193,38,31,33,34,29,26,41,0,1,153,8,346,-87,26,3,-49,27,-27,0,-14,-705,-44,-84,-36,28,-56,7,1,5,94,-49,17,7,-25,5,-5,0,1.6162654,286.125,0.058751114,99585.0,0.0054415003,141.125,278.365,2.7859974,"{""type"":""Point"",""coordinates"":[126.9630746381496,45.5387924633687]}"
00000000000000000863,42,204,201,39,36,49,56,67,54,47,0,1,166,11,-712,-112,36,7,-62,41,-44,2,-14,-1736,-14,-101,-50,28,-74,-2,5,7,-375,-57,13,9,-29,14,-17,1,1.8543341,286.125,0.058751114,99585.0,0.0054415003,141.125,278.365,2.7859974,"{""type"":""Point"",""coordinates"":[126.95580184433142,45.498098707154966]}"
00000000000000000891,41,187,186,35,28,27,29,24,20,25,0,1,156,7,-714,-78,22,8,-31,38,-10,2,-23,-1577,-124,-104,-62,8,-90,-25,4,4,-387,-47,14,10,-12,15,1,1,4.0723042,286.125,0.058751114,99585.0,0.0054415003,141.125,278.365,2.7859974,"{""type"":""Point"",""coordinates"":[126.9703518910688,45.53582716116817]}"
0000000000000000098f,44,205,203,41,38,41,52,59,52,38,0,1,142,14,-379,-75,30,19,-58,54,-11,1,-16,-1832,-112,-120,-91,21,-98,-29,5,8,-317,-54,4,13,-33,21,3,1,1.6163082,286.125,0.058751114,99585.0,0.0054415003,141.125,278.365,2.7859974,"{""type"":""Point"",""coordinates"":[126.99918889758145,45.541218214341775]}"
