system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
000000000000000015a1,32,38,41,68,70,189,51,0,5262,6,-88,-40,9,17,-8,32,-15,0,-20,-2632,-61,-3,71,61,69,-109,9,5,-96,-43,11,17,-13,30,-23,0,18.156603,216.5,0.076667786,53444.668,0.0031696672,230.91667,267.78,3.928664,"{""type"":""Point"",""coordinates"":[90.8683193142992,33.20887417217181]}"
000000000000000000e4,45,45,46,46,20,172,13,0,5372,0,-423,-38,16,7,22,26,-7,1,-49,-3729,-152,53,66,-9,230,-23,13,0,-238,-24,17,6,15,16,-11,0,9.917808,213.08333,0.076667786,52468.668,0.002962667,226.83333,266.46,3.282664,"{""type"":""Point"",""coordinates"":[92.08643424457428,33.19297301781523]}"
000000000000000016f2,71,64,60,58,18,171,14,0,5289,1,-436,-87,-30,6,4,40,6,1,-32,-2601,-141,40,36,8,170,-13,9,1,-96,-63,-5,15,-11,37,-6,0,4.9663734,213.08333,0.076667786,52468.668,0.002962667,226.83333,266.46,3.282664,"{""type"":""Point"",""coordinates"":[92.12254850400613,33.07143130040146]}"
00000000000000001d19,25,27,33,50,69,191,48,0,3960,14,-441,-146,41,-19,-109,81,-3,2,-6,-1804,197,-35,11,26,-36,34,7,14,-883,-175,58,-29,-117,80,2,4,14.728225,252.08333,0.076667786,62921.332,0.003954667,193.91667,273.8633,1.3613305,"{""type"":""Point"",""coordinates"":[100.77790444020148,33.16332891401192]}"
000000000000000019e3,29,33,36,67,67,192,47,0,4750,12,-323,-67,13,2,-76,72,-19,1,-2,-1768,38,46,2,-55,-47,51,7,10,-361,-76,16,6,-80,69,-12,1,28.37725,239.58333,0.076667786,57321.332,0.0035810003,211.16667,272.0833,1.5586638,"{""type"":""Point"",""coordinates"":[95.4451450946571,32.28773983115728]}"
00000000000000001b41,27,31,34,60,60,194,44,0,4626,11,-791,-78,15,3,-57,54,-6,3,-11,-3542,-42,14,30,-13,-25,29,13,9,-1096,-77,-9,24,-82,69,-3,4,6.555677,239.58333,0.076667786,57321.332,0.0035810003,211.16667,272.0833,1.5586638,"{""type"":""Point"",""coordinates"":[95.41280769381753,32.26321923446439]}"
00000000000000001cd0,27,30,34,60,85,191,57,0,4548,18,-510,-118,23,69,-123,115,-19,2,-7,-3029,137,81,24,44,-103,53,12,15,-411,-98,10,80,-136,111,-9,2,23.508009,251.58333,0.076667786,60822.668,0.0039900006,208.33333,274.79333,1.5986639,"{""type"":""Point"",""coordinates"":[95.62705412213242,32.641859341316696]}"
00000000000000001d3f,31,30,26,75,47,200,28,0,457,25,793,-177,0,28,-81,5,-32,-2,-15,-568,106,26,-39,34,-28,29,1,19,571,-130,11,18,-53,-21,-17,-1,0.92740995,341.08334,0.076667786,96929.336,0.009006,168.75,290.19666,3.782664,"{""type"":""Point"",""coordinates"":[109.63053100700125,34.92447762967669]}"
00000000000000001dff,34,35,35,73,53,203,34,0,366,26,1198,-156,-28,46,-107,31,-25,-3,-12,-679,107,48,-46,55,-38,4,2,19,755,-123,-15,26,-72,0,-10,-2,1.1291709,341.08334,0.076667786,96929.336,0.009006,168.75,290.19666,3.782664,"{""type"":""Point"",""coordinates"":[109.60034735197047,34.78649520667886]}"
00000000000000001cfb,26,26,30,47,69,189,49,0,3504,16,412,-167,58,-18,-73,56,-6,0,-1,-1694,165,-32,9,108,-42,21,6,16,517,-133,24,-8,-92,41,19,-1,15.427026,249.91667,0.076667786,65338.668,0.004305334,200.41667,273.91666,2.0946639,"{""type"":""Point"",""coordinates"":[101.34438417893017,34.3194623396441]}"
