system:index,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,Built,DEM,EVI,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,NDBI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000001022,51,168,168,42,28,22,33,15,12,23,1,0,683,28,28404,923,1168,1098,-132,125,285,-96,-30,128,-151,-60,65,-49,-62,51,-1,14,1438,-232,-12,-8,-28,-28,52,-4,15.013724,236.0,0.051667783,91782.0,0.0033163338,141.5,268.23666,1.9479972,"{""type"":""Point"",""coordinates"":[122.28788554765374,52.55481340647731]}"
00000000000000001273,39,173,173,33,24,21,45,22,14,20,1,0,650,37,1176,-86,106,6,-34,9,29,-2,-32,-528,-125,-28,46,-56,-30,29,0,18,1380,-154,16,3,-33,-40,77,-3,12.320259,236.0,0.051667783,91782.0,0.0033163338,141.5,268.23666,1.9479972,"{""type"":""Point"",""coordinates"":[122.3191438460384,52.63431471915919]}"
000000000000000010d8,30,188,187,24,19,16,49,34,17,18,1,0,842,35,1198,-112,108,8,-72,21,2,-2,-32,-151,-102,-8,67,-54,-63,52,0,19,1387,-164,31,0,-68,-21,58,-3,1.5251868,236.0,0.052501116,91780.664,0.003307667,141.5,268.21667,1.9379972,"{""type"":""Point"",""coordinates"":[122.45092811857191,52.55696715228611]}"
000000000000000011a6,32,182,182,26,22,16,46,30,17,19,1,0,769,38,1421,-56,109,2,-22,0,20,-3,-28,-449,-51,-32,50,7,-44,10,0,22,1835,-108,19,5,-22,-29,46,-5,12.136108,236.0,0.052501116,91780.664,0.003307667,141.5,268.21667,1.9379972,"{""type"":""Point"",""coordinates"":[122.46575017047357,52.47073259701354]}"
00000000000000001060,31,192,190,25,23,17,60,49,24,20,0,0,684,34,971,-127,138,8,-51,43,-24,-2,-29,243,-135,-88,65,-24,-85,19,-1,19,-207,-192,81,30,-60,40,-5,1,4.7468314,237.0,0.05750112,91014.664,0.0035013338,143.83333,268.51666,2.2039974,"{""type"":""Point"",""coordinates"":[124.49046297210437,51.48141414179076]}"
000000000000000011dc,42,168,168,35,27,22,38,23,13,23,1,0,705,33,1125,-192,64,-18,-41,12,48,-2,-28,-82,-43,-49,46,-36,-70,45,0,17,1755,-191,22,-17,-42,-35,86,-5,9.807736,237.0,0.05416778,92154.664,0.003398667,141.58333,268.44998,1.9199972,"{""type"":""Point"",""coordinates"":[122.73389821232256,52.701687276975704]}"
0000000000000000125c,50,168,168,39,24,17,23,10,7,21,1,0,655,26,-3737,-750,-360,-352,32,55,65,12,-29,-347,-212,-114,27,-13,-32,34,0,14,1041,-326,-12,-41,-1,-33,81,-3,18.56636,237.0,0.05416778,92154.664,0.003398667,141.58333,268.44998,1.9199972,"{""type"":""Point"",""coordinates"":[122.76947292052695,52.73106383471581]}"
00000000000000000ede,29,192,190,24,20,15,61,38,16,18,0,0,655,40,300,-195,139,17,-55,47,-16,0,-31,418,-69,-139,82,0,-102,6,-2,24,-558,-246,81,31,-45,12,16,3,13.181257,237.0,0.07416778,91413.336,0.0035203337,143.66667,268.49667,2.2093306,"{""type"":""Point"",""coordinates"":[124.40072356340377,51.83364745220456]}"
0000000000000000104d,31,191,190,24,20,16,49,44,22,18,0,0,736,38,747,-132,145,-10,-64,45,-19,-1,-31,1302,-86,-95,56,-52,-97,45,-5,21,-29,-177,74,-1,-57,12,8,1,2.7802885,238.0,0.06250112,91376.664,0.0035630004,144.16667,268.77,2.1739972,"{""type"":""Point"",""coordinates"":[124.37808470735541,51.39086763579949]}"
000000000000000011b4,30,194,191,24,20,16,55,44,22,18,1,0,555,34,456,-46,133,30,-72,-9,-20,0,-36,-127,-270,-98,73,-75,-105,76,0,15,667,-191,38,0,-42,-50,37,-1,2.4092302,238.0,0.06083445,93175.336,0.0034106672,141.5,268.67667,1.9093306,"{""type"":""Point"",""coordinates"":[122.98911040201544,52.95555281815049]}"
